default,student,balance,income,prob,row
No,No,492.07976781541066,33379.09460283949,2.557294227800645e-4,60
No,No,766.2343793038935,46478.2942569524,0.0012273965879574158,61
No,No,690.1272461999931,63432.98425446742,6.944869878496044e-4,62
No,No,0,32481.540046115137,1.3193994267750021e-5,63
No,No,1480.655309262662,36866.15706868477,0.08896714786753604,64
No,No,989.0555969753041,45344.25132026475,0.004729629146453114,65
No,No,1302.3418351685646,33695.42623326361,0.03286195861363348,66
No,No,1044.552343284715,54696.76598162258,0.006211254075394896,67
No,No,0,43658.22772399567,1.226638241808189e-5,68
No,No,866.0284363679901,38363.42163471179,0.0023610327941897373,69
No,No,690.800792354134,48140.47133599499,7.703995125778373e-4,70
No,No,597.7571420170611,31577.61512556769,4.895864320410867e-4,71
No,No,429.4854023062761,51311.21810102304,1.559295131826858e-4,72
No,No,1398.1562014832557,39644.94219318956,0.05507316285299716,73
No,Yes,1578.0640985399407,19886.493951516848,0.07035080272378773,74
No,No,857.0690531342425,26655.68896537547,0.002414099648331715,75
No,Yes,752.459945958806,16211.275788182638,5.305174829550551e-4,76
No,Yes,774.7384269639269,15193.733135524952,6.108761374611356e-4,77
No,No,728.3732513025868,45131.718264690964,9.854771926685784e-4,78
No,No,76.99129052990713,28392.093412284645,2.156749405884015e-5,79
No,No,196.4569131361834,41346.78591323998,4.0765197239453645e-5,80
No,Yes,948.7479183886163,14297.619048551254,0.0017546204641675203,81
No,No,431.9208853041759,39369.8815631008,1.7105387166710157e-4,82
No,No,461.63818223378007,46221.21149482338,1.9571416904767185e-4,83
No,No,572.0157602305989,33046.312957503316,4.1516132702446945e-4,84
No,No,335.5681447331789,51258.444229962064,8.848926423130712e-5,85
No,No,510.2375931563797,60397.71864869477,2.3925188363678901e-4,86
No,Yes,1005.1613055557738,24038.652043311755,0.0023133523631627415,87
No,Yes,162.4544510865644,13241.752060075938,1.5365890843081302e-5,88
No,No,932.5331556823305,50537.465648460166,0.0032552032780605185,89
No,Yes,893.3304676122754,11905.681792548356,0.0012760943385122505,90
No,No,1332.7825635257136,44495.162762905355,0.03666033388099313,91
No,No,1404.3830694521525,35043.106028674214,0.058698978195341756,92
No,Yes,1148.96513915926,16578.192118472885,0.00576594227313461,93
No,No,368.2234257205449,57596.825843193525,1.0340451923271213e-4,94
No,No,449.4666287692729,45950.66672386865,1.8217349200679806e-4,95
No,No,820.0171125784229,51584.6573183834,0.0016418686673818057,96
No,Yes,619.7518685755929,15750.62208342225,2.389018408440835e-4,97
No,No,1047.718124009614,46416.970994241936,0.00667926085549235,98
No,No,243.84132832575978,47193.888130970634,5.2233124231689334e-5,99
No,No,186.50038693149475,45430.5502710943,3.7378390037492714e-5,100
No,No,1422.0184875757648,38224.031521497156,0.06361773038738024,101
No,No,383.7986590056735,61425.28638811401,1.1079597111196122e-4,102
No,No,1159.435096088591,45802.10493869089,0.013078088017137172,103
No,No,882.9919125518502,17181.737966381832,0.003001211361636754,104
No,No,1463.232891610859,65457.85418758239,0.06799062892046888,105
No,Yes,1722.3558462831465,19311.42294080441,0.15361296824820367,106
No,Yes,773.9218612577349,14558.91213838347,6.103948934053722e-4,107
No,No,958.1694184689882,32816.28479564153,0.004261349283972819,108
No,No,1207.532730149514,68037.57512617772,0.01509262465561546,109
No,No,1056.6108304962984,30546.60103437739,0.007807361582220812,110
No,No,117.64248393177627,46550.26727059632,2.4486925532985815e-5,111
No,No,596.9641192370044,58088.36045126493,4.0990952717210883e-4,112
No,No,0,47729.625758197144,1.1944929586851974e-5,113
No,Yes,541.662755324457,16335.703440602123,1.4855266052425265e-4,114
No,No,1119.1783034180555,45020.01912170133,0.01033773460036077,115
No,Yes,810.3209364698351,20498.66581411005,7.314047249290303e-4,116
No,No,271.5514377470097,32850.12014480788,6.779794694240749e-5,117
No,No,1114.4032365042754,47714.0221084582,0.009873683472321315,118
No,No,867.0308280535645,33540.97998481107,0.0024510448728466993,119
No,Yes,1176.7894016771984,17632.712103849048,0.006766914385888894,120
No,No,610.2278186613985,42465.36296406835,4.916774389251238e-4,121
No,No,272.61566171553517,55449.338640640206,5.8883502042883474e-5,122
No,No,449.73508583685907,49643.42644166768,1.7812720737496245e-4,123
No,Yes,827.7672094003244,10673.526225392208,8.663003882462047e-4,124
No,No,430.0000994499006,33925.21959767417,1.7519374859211037e-4,125
No,No,0,31825.76497192149,1.3250549230575227e-5,126
No,Yes,1557.3446366822814,18404.594189222033,0.06316711604070838,127
No,No,928.236966261476,33722.158941567664,0.0035385417026735063,128
No,No,1373.4501632892882,49101.798214189694,0.04507666361301504,129
No,Yes,951.0729074999845,18601.533237494375,0.0017302042928178673,130
No,Yes,1292.210868505424,23065.850975377016,0.013027076096812576,131
No,No,582.1887007065551,24760.795733056395,4.659452775204037e-4,132
No,Yes,339.42463828091275,19307.98029024997,4.2984583505714586e-5,133
No,No,409.98232460876574,44641.09011839597,1.4477638666408668e-4,134
No,No,1216.4515095543343,53639.846827384325,0.017453743171387807,135
No,No,598.4613921235853,44124.26811464359,4.5305469799824356e-4,136
Yes,Yes,1486.99812160021,17854.39702807307,0.042379721425825766,137
No,No,943.7963387137615,59976.83986764444,0.0032761065969791124,138
No,No,0,49525.745020849405,1.1805809983774432e-5,139
No,Yes,996.2760867665917,20883.240767623753,0.0022383036834139184,140
No,Yes,748.3013403612553,11248.670752734823,5.343837612718496e-4,141
No,No,324.7379217820321,15411.518567294279,1.0472110756433473e-4,142
No,Yes,575.382158489508,16005.681319005704,1.8247376492370248e-4,143
No,No,441.7382849262531,36012.23589645537,1.8551346642089545e-4,144
No,No,1188.6421795529354,39526.561265264565,0.01620000848748224,145
No,No,95.14768019040548,51371.19991475976,2.07160304359222e-5,146
No,No,1015.6148374840177,43218.794375242986,0.005624523860286473,147
No,No,1258.5673927256744,44931.674917746146,0.02367074212851816,148
No,Yes,1178.2444135284588,7750.2892205592125,0.0072773934071344885,149
No,No,731.5326562544071,43956.06008397284,0.001012157420145466,150
No,No,350.0887921398716,44455.19951503564,1.0097747460958346e-4,151
No,No,418.8483454338367,36901.78332812022,1.606413766604155e-4,152
No,No,533.2294651813738,39393.54247727477,3.1520791744779484e-4,153
No,No,95.29697412836799,32359.389028428603,2.3472074660613888e-5,154
No,Yes,1453.0059320730254,15933.00211098192,0.03521463406520916,155
No,No,352.6444140314647,39404.74436647615,1.0598115613943386e-4,156
No,Yes,736.2389354625,14107.993965337568,4.8769774161204726e-4,157
No,No,1306.4845722752016,41224.62502424323,0.03210452268728445,158
No,No,1149.145627178988,45194.794662078435,0.012348390715951264,159
No,No,703.2268907215383,57679.27914251794,7.803110922719309e-4,160
No,Yes,1360.8004354123805,18864.308488667928,0.020111148087937937,161
No,No,31.445080544732832,53287.350301314895,1.3927616914699632e-5,162
No,No,988.2144580693855,48570.363456632746,0.004608252708355303,163
No,No,360.01907358436284,23927.546613391198,1.2257371169922818e-4,164
No,No,647.4835286192732,33226.27754467848,6.538108929309896e-4,165
No,Yes,0,9816.789437557558,5.893426834790862e-6,166
No,No,445.2418192163041,31974.624506897766,1.945332488407562e-4,167
No,Yes,878.5420645010408,17496.741482195568,0.0011254876183203798,168
No,Yes,335.83411857617216,21759.870269695202,4.139567072084477e-5,169
No,No,666.6088814343364,30438.468826626668,7.472195469969005e-4,170
No,No,813.8766470198643,40737.459776609794,0.0016980199640132389,171
No,No,836.3000716231913,54607.178739543815,0.001775849540315144,172
No,No,967.4826836817796,33055.110272329846,0.0044996900996706465,173
Yes,Yes,2205.7995211482867,14271.492252975982,0.7763733583928644,174
No,Yes,1258.1852191443056,11672.222003339657,0.01144496692412703,175
No,No,1239.8016990845526,40107.172210423094,0.021851929330004165,176
No,Yes,0,13760.29845568733,5.743771925993089e-6,177
No,Yes,927.8877322636066,22473.379610953696,0.0014671044985300366,178
No,Yes,1390.0307825189202,21299.099226533537,0.023531651747457603,179
No,No,410.49770476795396,53471.21363032554,1.3710052607297885e-4,180
No,No,73.07654218465666,30681.737535146785,2.0751578492792608e-5,181
No,No,790.5977592473703,45303.1033141261,0.0014325061769702861,182
No,No,789.4950969838203,32579.90020594738,0.0015459569299830955,183
No,No,791.3604220787432,46319.23611908537,0.0014296139727740518,184
No,No,479.0423789903558,37255.880334280424,2.304786274094724e-4,185
No,No,888.6132725502116,28899.791751363664,0.0028766977601880303,186
No,No,1284.386360506357,42831.95461939973,0.027922367467128947,187
No,Yes,712.2763512802746,23341.950230243223,3.973853727098478e-4,188
No,Yes,1290.6201686492095,18408.04908196085,0.0132969520427085,189
No,No,126.36268539905677,44280.92978856536,2.6195279188100768e-5,190
No,No,779.3762576956508,61158.8851121863,0.0012074275232462745,191
No,No,697.490957463777,49476.75959928104,7.951683486604895e-4,192
No,No,606.9746135483059,43610.03301733712,4.7853617832645544e-4,193
No,Yes,1802.903333557395,21411.423949024917,0.22548029003277234,194
No,No,900.0853325974986,41276.56318949867,0.0028439656428429247,195
No,No,966.2802879680921,33440.979299777464,0.004456114317528681,196
No,No,671.0613596391643,35689.11187391076,7.41736885103657e-4,197
No,No,171.5591159598556,23505.992771323195,3.940532074497125e-5,198
No,No,1482.4803000631516,45260.61159778482,0.08548536684990328,199
No,No,640.6627517324735,46464.56593227619,5.75578404329062e-4,200
No,Yes,706.1610275419855,18078.351792172925,3.963605136588979e-4,201
Yes,Yes,1774.6942230577552,20359.506085567093,0.19822355220602908,202
No,No,916.4993169230901,25768.407446721325,0.0034722580198090925,203
No,No,1271.2708123604025,36053.50295030609,0.02698896452869613,204
No,No,110.57290981198253,47339.1087511931,2.3343522018576704e-5,205
No,No,1747.258881529589,37819.289086019795,0.3266958127111468,206
Yes,No,1889.599189763037,48956.17158856812,0.5158530353020357,207
No,No,27.201394650576503,21051.840125970084,1.675188582369877e-5,208
No,No,746.2297750573914,35159.85022887879,0.0011711873712903246,209
Yes,Yes,1899.3906258472014,20655.200003262442,0.34374952489548954,210
No,Yes,813.9945655253488,20391.528948171275,7.48315607376798e-4,211
No,No,499.4578150946361,38899.16046100955,2.5792033749437795e-4,212
No,No,853.1613316608602,36272.45178359106,0.002214909040405918,213
No,No,474.7273190882879,32064.335105797443,2.322862263768411e-4,214
No,No,1235.8761134541733,35838.77701535878,0.021940676748146377,215
No,No,620.675152595598,44213.77010126196,5.177323676176551e-4,216
No,No,220.02856976493445,37880.029647159696,4.8073182064744634e-5,217
No,Yes,1304.914299318287,18074.07541520214,0.014509026904969182,218
No,Yes,1608.1525598433504,22358.046702011103,0.08197547837320661,219
No,No,256.47122755981536,37657.05591679985,5.998857757456587e-5,220
No,Yes,1153.6049981538351,19224.975229841857,0.005827867960303798,221
No,No,771.8958745085192,31170.085283676643,0.0014031832045790856,222
No,Yes,1099.6304221772843,17064.042827958365,0.004273737615803604,223
No,No,782.8830296639054,40357.133426601875,0.0014121817753152293,224
No,No,444.2649061752725,35924.33879292745,1.884720756666603e-4,225
No,No,504.0283787380297,24780.961236920502,2.9070084676022055e-4,226
No,No,1762.5034019881573,42124.660067393444,0.3409135917085956,227
No,Yes,850.0961165964607,18618.987907501858,9.41167774944343e-4,228
No,No,1412.238721303172,40785.05976942116,0.05925221877202805,229
No,No,715.4968295886694,47482.565376730476,8.979830205557491e-4,230
No,No,1363.5285994213293,55713.04160791288,0.04084453048147898,231
No,No,493.24188979938685,42495.203084066256,2.4266650583888662e-4,232
No,No,1354.7525372035793,33375.13169037777,0.0446357519060955,233
No,Yes,571.293911015155,15416.269354685775,1.787120396993357e-4,234
No,No,956.1513521834503,44086.70773423138,0.0039127563117120675,235
No,No,964.8202529853809,34390.74603505664,0.004390025821386769,236
No,No,552.6343660246578,50513.16423843472,3.295830328957455e-4,237
No,No,338.2662016470924,37767.23986289297,9.82146326466265e-5,238
No,No,709.1233513562157,44041.6300941084,8.837156461295509e-4,239
No,No,978.9782004104584,57839.05373437361,0.004104747339960216,240
No,No,371.01012781754207,15702.707083035897,1.3819857036204613e-4,241
Yes,Yes,1572.856480823635,14930.178330683299,0.07040914838585924,242
No,No,0,40150.217981058995,1.2550282831037233e-5,243
Yes,No,1964.4768722527547,39054.58914431385,0.6410716125537419,244
No,No,548.0377834424876,33605.64946865721,3.579281737846206e-4,245
No,No,1257.0552216859442,34045.00882472422,0.025143772228786367,246
No,No,1189.9180569741936,38016.89390285781,0.01648208008094836,247
No,No,687.6837590148731,39373.579746241485,8.005070561089862e-4,248
No,No,845.6989658385336,39899.51268083934,0.0020681489669453264,249
No,Yes,957.6848337701401,19676.34564917226,0.0017879759421664493,250
No,No,233.51684626705094,43326.10537939902,5.0331062399064915e-5,251
No,Yes,1126.9487439212305,14298.264568672894,0.005127298743324708,252
No,Yes,488.855176548209,15159.494847533668,1.088397335679692e-4,253
No,No,767.9035597804951,44323.57966380064,0.0012573365156229417,254
No,No,561.9257991243951,31388.50564541621,3.948840587933691e-4,255
No,Yes,1092.2700127724645,17454.601839530813,0.004078405641187678,256
No,No,71.78868300358238,31965.744714583598,2.041915577857322e-5,257
No,Yes,1839.1436819622172,13625.397930366536,0.2759861670017428,258
No,Yes,876.0007779067457,22474.57408982362,0.0010730019703673937,259
No,No,554.1078115355915,30357.025977162513,3.792297373549326e-4,260
No,No,891.317898050276,43945.04165414087,0.002651332822982247,261
No,No,464.83633309580193,27324.899687072862,2.256946100477275e-4,262
No,Yes,563.5426611001624,24082.039344103076,1.6117325718457835e-4,263
Yes,No,1530.3531571461247,30003.81715111585,0.12115377569085058,264
No,No,990.5670261862949,41690.252622558866,0.004887326592926341,265
No,No,590.3997864987623,42769.2038801219,4.3537375274789464e-4,266
No,Yes,715.1641095742787,21153.51100817156,4.101815748984055e-4,267
No,No,1540.3777266777115,41852.07843582381,0.11937980838707646,268
No,No,1243.3265184082825,41639.68038163342,0.022094377683218328,269
No,Yes,235.32849990887553,20909.704753809627,2.2692509452843453e-5,270
No,No,528.2543231704268,49394.340774525976,2.8657434633733863e-4,271
No,No,592.2538956228802,30731.201603129037,4.7621747549052713e-4,272
No,No,705.2049719862391,42683.18724328602,8.707504138747093e-4,273
No,No,456.5156439906074,48195.77583707535,1.8732819652704866e-4,274
No,Yes,470.7175746528061,18052.10499909831,9.57302394248286e-5,275
No,Yes,1503.0751298552411,10600.413540323476,0.048641325839884675,276
No,No,1362.9655954038265,44217.916035229086,0.04374273089165116,277
No,No,908.7715736879398,45032.845985115215,0.0029242942490077055,278
No,Yes,1096.8202721451462,16148.060006606365,0.004227227915340662,279
No,No,369.2219424756529,47835.09104531416,1.1086796597014451e-4,280
No,No,673.3998990463482,50256.29021187211,6.841341464161726e-4,281
No,No,1038.500007521527,51173.14137637735,0.006128158307018649,282
No,No,0,28762.923779748427,1.3517919987812051e-5,283
No,No,527.1940865733084,32431.118259603863,3.180502871486183e-4,284
No,No,817.4693368161046,32974.42735243067,0.0018251414729909272,285
No,Yes,1549.0427545174239,19702.293205825998,0.059788027508244364,286
No,Yes,566.7137893516307,11853.953166818152,1.7792530874272144e-4,287
No,No,1496.056464875905,24935.918742096153,0.10381588618521578,288
No,No,862.6566564166505,42844.8340023417,0.0022470749812636254,289
No,No,1259.1494178925677,31263.641081672,0.025909449429244048,290
No,No,1025.0388330316234,43510.049637857555,0.005940580928942023,291
No,Yes,703.2777871027372,14793.74267668931,3.979561331506183e-4,292
No,Yes,1082.3914973458864,15175.361214921595,0.003900556151636909,293
No,No,910.4490235336277,44054.916423269555,0.0029728142423636928,294
No,Yes,996.5438621607958,16995.66040494806,0.0022993590222086515,295
No,No,353.77822600897343,58514.31807647715,9.420512551642596e-5,296
No,Yes,782.7108275006302,13300.297468343819,6.489344927711365e-4,297
No,No,1716.5954182442392,51056.86828679774,0.2700022423869823,298
No,Yes,502.898638357521,15153.965762644957,1.1847200618252708e-4,299
No,No,1033.4684685052316,59203.967663027084,0.00564419025366803,300
No,No,0,34925.365410100756,1.2985352983135106e-5,301
No,Yes,1087.083499368333,19263.769581702374,0.003906998092226115,302
No,No,1047.2442488139354,43899.75924511933,0.006769817907509439,303
No,No,1056.9273525241056,38367.86794652642,0.007436032959265254,304
No,Yes,979.2244246328618,26010.887803166646,0.001953505706790925,305
No,Yes,847.8187062530681,15978.633625650958,9.444401095261424e-4,306
No,No,781.7712847630601,50958.79051357079,0.001309150325121863,307
No,Yes,402.48888682595236,15904.05592080874,6.43097810740796e-5,308
No,No,204.7401817145775,17534.290539274214,5.005584920040723e-5,309
No,Yes,2022.6746432422706,18336.74316844996,0.52814541762553,310
No,No,748.937063784024,44186.617760263776,0.001122470566140391,311
No,No,838.2756877524191,35917.49061023885,0.0020296321970050928,312
No,No,386.01604929084647,44694.030957029325,1.2523493427515992e-4,313
No,No,812.3992965256474,49623.10098209136,0.0015883531910154969,314
No,Yes,1809.9265643935928,6985.135945395394,0.25020514240571723,315
No,No,0,30360.54894381945,1.3377788973655259e-5,316
No,Yes,1328.1838041190736,24688.473720933674,0.01596842765970038,317
No,Yes,1464.9360488269904,26716.686374682547,0.03527174278996227,318
No,No,1200.5651376473854,39718.692656960215,0.017366541478680303,319
No,No,989.6864199644285,27856.57706066958,0.005318158895796656,320
No,No,870.7345799257752,35539.27021583042,0.002473948254808334,321
No,Yes,1200.8473900159438,19849.8314129485,0.007704972418514597,322
No,Yes,1428.8320473614115,23204.681461038574,0.02920429976163995,323
No,No,0,33951.288725924365,1.3068116271460368e-5,324
No,Yes,359.45886653759715,21783.26949133573,4.77332816035443e-5,325
No,No,265.68394978665486,40862.75400562566,6.210681197713598e-5,326
No,No,1027.7705316920103,44406.836914340034,0.006003748616866826,327
No,No,729.0474334976183,35042.132996997716,0.0010567294698552788,328
No,No,1042.8049199138914,25867.14771688444,0.007408669674340246,329
No,No,230.23058789876723,37875.614823143034,5.1128139575091863e-5,330
No,No,367.4660121832011,30611.272270689682,1.2274036666114782e-4,331
No,Yes,737.70535394131,20863.799668699852,4.7083129116843084e-4,332
No,No,18.261285363544516,30349.460422935015,1.4937896668870336e-5,333
No,No,1257.7602088919139,30834.771368273647,0.025768774370787846,334
No,No,455.5215132063035,40907.39835376524,1.9527166838640754e-4,335
No,No,56.967560350470535,35458.48156142067,1.825111140900709e-5,336
No,Yes,723.9319852997224,12213.037136841185,4.584236424882596e-4,337
No,No,612.3831576774427,41379.76780826063,5.016509259499982e-4,338
No,Yes,1220.1776056907022,15308.127071260658,0.00890812272519567,339
No,No,1222.3476917140724,32363.371050584672,0.020709732582694467,340
No,No,1165.4911381469558,47684.21944974888,0.013395222457024885,341
Yes,No,1642.819996638255,46856.94703909203,0.19582984312888493,342
No,No,944.1735600177813,56088.68379950413,0.0033676043887698247,343
No,No,749.6080039006731,41423.941173178646,0.0011474899047783506,344
No,No,370.37518677766644,31231.007837151417,1.2441076274620375e-4,345
Yes,No,1991.6491201129943,42133.3731759574,0.6734790880901639,346
No,No,773.9152265768554,44562.33811693423,0.00130171610947658,347
No,Yes,817.2498112623944,20480.887056059997,7.627100695114229e-4,348
No,No,1060.716219676658,50260.46436591689,0.007043006818724812,349
Yes,No,1550.4492644131492,56273.51360836382,0.11592653998174023,350
No,Yes,454.46696221293655,15092.439307714012,8.847753321761039e-5,351
No,Yes,1256.2393254151332,17784.55894375222,0.01087548977208789,352
No,No,1484.3953929752352,36731.30869490294,0.09088677913001071,353
No,Yes,1050.4773279325136,12661.611630991163,0.003272305470815659,354
No,No,986.40061892638,45430.47220894232,0.004652177428528941,355
No,No,717.3419269516882,44266.37654017923,9.272632748057193e-4,356
No,No,692.1432226815818,47038.09031969413,7.822632276928089e-4,357
Yes,No,1328.89272521776,34710.062365710684,0.03811202189930467,358
No,No,673.4681910560811,32930.069361280395,7.662395970526588e-4,359
No,No,218.63929704308782,48991.39537933422,4.433913057717616e-5,360
No,No,1218.166965823737,43954.27748569757,0.01876049105835267,361
No,Yes,13.516802550350917,19322.54502705241,6.010034805252731e-6,362
No,Yes,531.478699850065,21726.55897262401,1.3487046525061352e-4,363
No,No,165.53815169522989,33436.45573774114,3.561572126106535e-5,364
No,Yes,1351.8497223330232,25890.50398849984,0.018234721653826655,365
No,No,107.28208304961697,54143.96274981652,2.1890897663946067e-5,366
No,No,947.1935713804361,35604.117192780956,0.003917646873083812,367
No,Yes,434.5602592261246,14812.64524037667,7.860348646699404e-5,368
No,No,1020.0672404886427,37458.87924924815,0.005996693585756177,369
No,No,662.3053180223241,31597.897616562404,7.225905112738949e-4,370
No,Yes,754.4206129209641,20767.683020261593,5.211191121973338e-4,371
No,No,289.4895756933645,44412.89510330739,7.006302746095027e-5,372
No,No,198.0384092297005,36270.93812022137,4.254154199226638e-5,373
No,Yes,516.0604916765751,16615.021962760668,1.270512156042868e-4,374
No,No,697.5638089897906,41755.3981466578,8.365740171833814e-4,375
No,Yes,502.32478346777873,16947.422934655202,1.1668949378710061e-4,376
No,Yes,1459.6870830451578,15575.41923337798,0.036693196482255684,377
No,No,716.9987226892947,34418.26022284906,9.866752350701365e-4,378
No,Yes,1037.9727050178165,18324.030056890475,0.0029253815742013257,379
No,No,673.0161171960983,29735.961597091133,7.802275595860236e-4,380
No,No,371.92178470125157,41099.772441819354,1.1774981023642651e-4,381
No,No,89.13495795722281,55604.607531539645,1.9433542743230155e-5,382
No,No,1273.2801810591202,40895.282770324135,0.026482841873915784,383
No,No,600.723302967373,18680.516769028018,5.421460760043846e-4,384
No,No,905.0381646367895,40711.79889824714,0.0029408066933203953,385
No,No,1061.441562144476,54437.010317302695,0.006884904750116356,386
No,No,1672.6392483047675,46334.78776334413,0.22632951346239435,387
No,Yes,883.7026456003246,19750.094002872596,0.001144138735337828,388
No,No,373.7803300040063,53936.24177699443,1.0951518957155595e-4,389
No,No,1287.79518693788,52382.6647043692,0.02681207353570594,390
No,No,1229.7425714789572,48739.927390652614,0.01948560196743433,391
No,Yes,510.61384695432145,22457.051747513782,1.1834632941960074e-4,392
No,No,775.6301687168121,27205.857393882303,0.001472663662771035,393
No,No,1152.9828868865661,50206.576934159144,0.012232753404251775,394
No,Yes,1303.662589701675,7986.000335834524,0.015365811669337202,395
No,No,1675.278851732068,28244.50347508676,0.25063554040473035,396
No,No,398.27773304463244,30001.795060290584,1.4841566248637383e-4,397
No,Yes,739.9017593967977,25023.873856412232,4.6434638066004095e-4,398
No,No,226.41769651402285,32018.713630514943,5.191041368773224e-5,399
No,No,1217.3217121341856,25173.61960804912,0.02104817780578139,400
No,No,639.8205582492084,29902.001986779247,6.379493896116848e-4,401
No,Yes,883.1669768803265,12717.492231299151,0.001193916527454425,402
No,No,2.2876109529973974,38186.524272791474,1.2888821068466813e-5,403
No,No,419.6373476658685,55967.99316726527,1.4253611545978232e-4,404
No,Yes,1544.140249868313,11102.534743730852,0.06129506543281792,405
No,No,1101.0150179519908,32153.01359267013,0.010077905525150244,406
Yes,No,1700.5999134865815,30488.98341045651,0.27747645892262923,407
No,No,311.82458686811003,48301.05966010459,7.816738217908508e-5,408
No,No,442.8302222526753,55074.13082900015,1.6491130714755843e-4,409
No,No,728.8149600612097,17909.581071592707,0.001179864645638957,410
No,No,278.87790252013656,37188.66836508461,6.888641210454238e-5,411
No,No,758.7023275344906,36625.98955233943,0.0012506539035663084,412
No,No,620.3396794393711,22803.74103383964,5.94074385817549e-4,413
No,Yes,1890.1674114752918,18402.464884595593,0.3345645145298521,414
No,No,0,28951.451895157195,1.3501307706317766e-5,415
No,Yes,1329.1988422159416,23184.015548533567,0.016220844937337647,416
No,No,1075.8637723747565,44128.62825640368,0.008024345972364393,417
No,No,618.5275092228185,54956.99054466208,4.764974613502565e-4,418
No,No,1111.0865758202006,27466.89368200655,0.01103138557599617,419
No,No,864.0397435185412,45881.93020563074,0.002221526258446771,420
No,No,895.2298096146186,48512.45564117585,0.0026350497734463243,421
No,Yes,954.0304336886076,21908.52715624359,0.0017237965232440595,422
No,No,947.6349327408963,46813.51630809571,0.0036521219691455597,423
No,No,267.3037277440134,23117.92867337824,7.041218863583826e-5,424
No,Yes,1366.805783228705,23913.208801308298,0.0201766759568362,425
